Source,Target,Weight
Gul Basin,Peng Siang,5
Pandan,Central Subzone,3
Kent Ridge,Queensway,20
Yio Chu Kang,Bayfront Subzone,12
Singapore Polytechnic,Mount Pleasant,5
Toh Tuck,Lorong Ah Soo,6
Leedon Park,International Business Park,3
Lorong Ah Soo,Pasir Ris West,44
Jurong Port,Gul Basin,6
Pang Sua,Kembangan,3
Serangoon Garden,Senoko West,21
Port,Coronation Road,2
Serangoon North Ind Estate,Saujana,2
Istana Negara,Mountbatten,6
Woodlands West,Hong Kah North,26
Lakeside,Clementi Woods,12
Joo Seng,Northland,20
Central Water Catchment,Taman Jurong,15
Bencoolen,Compassvale,25
Yio Chu Kang East,Taman Jurong,3
Sembawang Springs,Macpherson,6
Woodlands West,Fernvale,16
Chin Bee,Tai Seng,9
Macpherson,Yishun East,16
Ang Mo Kio Town Centre,Mei Chin,7
Bayfront Subzone,Tuas Promenade,8
Marina South,Bugis,21
Compassvale,Turf Club,6
Serangoon Central,Singapore Polytechnic,7
Jelebu,Tuas North,8
Pei Chun,Anchorvale,4
Xilin,Everton Park,9
Kallang Way,Telok Blangah Drive,7
Bedok Reservoir,Keat Hong,4
Tampines West,Tiong Bahru Station,16
Admiralty,Clarke Quay,5
Robertson Quay,Changi Airport,14
Sunset Way,Anak Bukit,29
Somerset,Pasir Panjang 1,18
Anak Bukit,Chong Boon,7
One Tree Hill,Bedok North,9
Paterson,Leedon Park,6
Upper Thomson,Telok Blangah Rise,5
Marymount,Kaki Bukit,29
Mount Pleasant,Hougang Central,9
Geylang Bahru,Changi Point,4
Tengah,Wenya,2
Jurong Island and Bukom,Flora Drive,2
Ridout,Macpherson,6
Port,Shipyard,1
Kallang Way,Shangri-La,14
Anson,Geylang East,10
Kranji,Pandan,3
Robertson Quay,Gali Batu,3
Kallang Way,Hillview,16
Siglap,Tanglin,4
Pasir Panjang 2,Marina South,1
Reservoir View,Tiong Bahru,2
Leedon Park,Lorong Chuan,7
Flora Drive,Telok Blangah Rise,1
Tampines North,Sentosa,4
Katong,Tanglin,8
Mandai East,Lorong Chuan,6
Hillview,Kovan,6
Joo Koon,Reservoir View,4
Moulmein,Clementi Woods,8
Telok Blangah Drive,Tuas Bay,2
Chong Boon,Senoko West,13
Rochor Canal,East Coast,18
Peng Siang,Serangoon Garden,7
Toh Guan,Everton Park,8
Boat Quay,Serangoon Garden,19
Redhill,Kent Ridge,9
Central Subzone,Raffles Place,9
Dover,Tengeh,5
Pioneer Sector,Jelebu,4
China Square,Little India,14
National University of S'pore,Reservoir View,8
Bedok North,Springleaf,6
Holland Drive,Yishun South,6
Hillcrest,Lim Chu Kang,4
Ghim Moh,Compassvale,6
Senoko West,Jurong River,3
Lorong Ah Soo,Redhill,10
Dover,Little India,6
Tengeh,Woodlands East,14
Telok Blangah Drive,Tengeh,6
China Square,Tengeh,6
Leonie Hill,Senoko South,5
Tanjong Pagar,Bukit Batok South,7
Tukang,Telok Blangah Rise,2
Mountbatten,Upper Thomson,21
Lorong 8 Toa Payoh,Pasir Ris Wafer Fab Park,1
Lorong 8 Toa Payoh,Malcolm,4
Yishun Central,Chin Bee,3
Jurong West Central,Lorong Chuan,4
West Coast,Cecil,2
Pasir Ris Central,Admiralty,5
Chin Bee,Saujana,4
Commonwealth,Bayshore,6
Boon Keng,Teban Gardens,7
Shangri-La,Nee Soon,7
Khatib,Reservoir View,5
Lower Seletar,Phillip,8
Toa Payoh West,Pasir Ris Park,5
Hong Kah,Institution Hill,5
Woodlands Regional Centre,Woodleigh,3
Sentosa,Serangoon North Ind Estate,1
Lorong Chuan,Yew Tee,10
Seletar Aerospace Park,Somerset,3
Townsville,China Square,5
Port,Cairnhill,4
Lorong Halus North,Bedok North,2
Kaki Bukit,Tyersall,21
Malcolm,City Hall,10
Redhill,Boon Teck,2
Serangoon North Ind Estate,Lim Chu Kang,3
Bras Basah,Pei Chun,4
Serangoon Central,Bidadari,3
Mei Chin,Kim Keat,4
Pulau Punggol Timor,Ridout,2
Leonie Hill,Monk's Hill,1
Western Water Catchment,Anson,1
Hong Kah North,Tagore,8
Ang Mo Kio Town Centre,Admiralty,7
Lorong Halus,Sembawang Springs,2
Pearl's Hill,Pasir Panjang 2,7
Wenya,Oxley,1
Toa Payoh West,Springleaf,7
Hougang West,Airport Road,3
Toh Tuck,One Tree Hill,3
Singapore Polytechnic,Yishun South,3
Monk's Hill,Nassim,3
People's Park,Bedok Reservoir,3
Victoria,Tampines North,7
Mackenzie,Tagore,9
Penjuru Crescent,Little India,2
Tyersall,Kranji,4
Tukang,Dairy Farm,3
Senoko South,Nassim,6
Tuas North,Nature Reserve,2
Greenwood Park,Kampong Ubi,8
Lim Chu Kang,Pasir Ris West,2
Trafalgar,Mandai West,4
Punggol Field,Everton Park,8
Kranji,Toh Tuck,2
Pandan,Mountbatten,3
Bukit Ho Swee,Punggol Town Centre,2
Telok Blangah Drive,Marina East,2
Sengkang West,Hougang Central,1
Senoko South,Fort Canning,6
Bugis,Lim Chu Kang,1
Gombak,Toa Payoh West,4
Newton Circus,Kent Ridge,2
Pang Sua,Clarke Quay,2
Tanglin Halt,Oxley,2
Hong Kah,The Wharves,6
Goodwood Park,Sunset Way,3
Geylang Bahru,Liu Fang,3
Dhoby Ghaut,Northshore,3
Boulevard,Jurong Island and Bukom,4
Goodwood Park,Marina East,1
Flora Drive,Sengkang Town Centre,10
Loyang East,Sembawang North,1
Ulu Pandan,Nee Soon,2
Tukang,Sengkang Town Centre,3
Senoko South,Serangoon North,6
Sembawang East,Kranji,4
Bukit Batok East,Goodwood Park,2
Tiong Bahru Station,Punggol Field,4
Bangkit,Loyang East,1
Khatib,Ulu Pandan,2
Greenwood Park,Swiss Club,3
People's Park,Teck Whye,2
Bukit Merah,Khatib,4
Phillip,Mount Emily,1
Malcolm,Depot Road,2
Pei Chun,Ridout,2
Farrer Court,Bugis,4
Alexandra Hill,Selegie,2
Ghim Moh,Changi Point,1
East Coast,Hillcrest,2
West Coast,Seletar Hills,3
Tengeh,Ang Mo Kio Town Centre,2
Nee Soon,Anak Bukit,5
Telok Blangah Rise,Kian Teck,2
Siglap,Kallang Way,1
One Tree Hill,Rochor Canal,2
Pulau Punggol Timor,Chong Boon,3
Pasir Ris Central,Mei Chin,8
Tuas View Extension,Lorong 8 Toa Payoh,1
Bendemeer,Tuas North,4
Leonie Hill,Woodlands West,2
Oxley,Woodleigh,3
Sembawang North,Ghim Moh,6
Sembawang Springs,Dover,1
Sembawang Central,Mandai West,1
Tuas View,Telok Blangah Way,1
Tanglin,Singapore General Hospital,4
Saujana,Lorong 8 Toa Payoh,2
Pasir Panjang 1,Northshore,1
Defu Industrial Park,Kim Keat,1
Institution Hill,Guilin,2
Anchorvale,Wenya,1
Joo Koon,Senoko West,2
Depot Road,Cheng San,1
Teban Gardens,Brickworks,3
Henderson Hill,Paya Lebar East,1
Marina East (MP),Sembawang North,1
Yio Chu Kang,Mandai West,2
Lorong Chuan,Samulun,1
Penjuru Crescent,Sunset Way,2
East Coast,Pandan,1
Farrer Court,Chin Bee,1
Pioneer Sector,Pasir Ris Drive,1
Gali Batu,Pasir Panjang 2,1
Sembawang East,Chatsworth,1
Pasir Ris Park,Kian Teck,2
Margaret Drive,Liu Fang,2
Senja,China Square,3
Seletar,Nature Reserve,1
Boat Quay,Orange Grove,2
Clementi West,Punggol Town Centre,1
Kian Teck,Loyang East,1
Tengeh,Pei Chun,1
Yishun East,Paterson,2
Joo Koon,Coronation Road,2
Paya Lebar North,Telok Blangah Way,1
Rochor Canal,Ghim Moh,1
Lorong Halus,Joo Koon,1
Goodwood Park,Tuas Bay,1
Woodlands East,Hong Kah,73
Aljunied,Bangkit,54
Sembawang Central,Senoko South,99
Aljunied,Geylang East,545
Aljunied,City Hall,278
Jurong West Central,Lorong Ah Soo,23
Matilda,Rivervale,197
Nassim,Ridout,89
Lower Seletar,Serangoon Central,25
Keat Hong,Jelebu,80
Senoko North,Sembawang North,204
Tanjong Rhu,Bedok South,92
Yishun Central,Yew Tee,12
Lorong Chuan,Shangri-La,12
Kembangan,Punggol Field,33
Simei,Dhoby Ghaut,58
Choa Chu Kang Central,Jurong Gateway,183
North Coast,Fernvale,74
Xilin,Kembangan,87
Fort Canning,Benoi Sector,12
Ghim Moh,Bras Basah,13
Upper Paya Lebar,Lorong Ah Soo,100
City Hall,Tyersall,20
Moulmein,Potong Pasir,21
Bendemeer,Jurong West Central,30
Yishun West,Khatib,119
Rivervale,Matilda,215
Serangoon Garden,Yishun West,89
Farrer Park,Woodgrove,44
Bukit Batok East,Hong Kah North,29
Lorong Ah Soo,Alexandra Hill,18
Lorong Ah Soo,Upper Paya Lebar,100
Sengkang Town Centre,Little India,20
City Hall,Commonwealth,43
Kian Teck,Aljunied,39
Bendemeer,Port,13
Singapore Polytechnic,Tanjong Rhu,18
China Square,Moulmein,18
Changi Airport,Alexandra Hill,71
Senoko South,Tampines East,68
Hong Kah,Bedok Reservoir,6
Yishun East,Sentosa,60
Choa Chu Kang Central,Yio Chu Kang North,7
Hillview,Rivervale,10
Institution Hill,Victoria,19
Bugis,Sembawang North,6
Toh Guan,Kembangan,15
Trafalgar,Senoko South,18
Marina Centre,Boon Keng,30
Woodlands Regional Centre,Sentosa,29
Woodlands East,Bukit Merah,10
Jelebu,Alexandra Hill,42
Woodlands South,Hougang West,29
Changi Airport,Upper Paya Lebar,33
Compassvale,Farrer Park,129
Gali Batu,North Coast,58
Jelebu,Upper Paya Lebar,4
Marine Parade,Marina South,43
Port,Changi Airport,24
Ang Mo Kio Town Centre,Anak Bukit,18
Faber,Teban Gardens,62
Brickworks,Bukit Batok South,8
Hillview,Tanglin Halt,17
Kampong Java,Tiong Bahru,16
Bedok South,Liu Fang,3
Hougang West,Lorong Chuan,13
Trafalgar,Woodlands West,27
Northshore,Compassvale,9
One North,Mountbatten,15
Victoria,Serangoon Garden,36
Sembawang Central,Woodlands West,68
Clarke Quay,Dover,10
Macpherson,China Square,16
Tampines North,Istana Negara,6
Punggol Field,Kembangan,45
Wenya,Guilin,9
North Coast,Frankel,48
National University of S'pore,Yishun West,26
Khatib,Yishun West,130
Shangri-La,Cairnhill,10
Compassvale,Aljunied,77
Bangkit,Aljunied,40
Alexandra Hill,Serangoon Central,33
Crawford,Taman Jurong,23
Telok Blangah Rise,Tiong Bahru,10
Alexandra Hill,Bukit Batok Central,38
Joo Seng,Lim Chu Kang,7
Joo Seng,Cheng San,15
Toh Tuck,Bedok South,15
Kembangan,Singapore General Hospital,29
International Business Park,Ulu Pandan,7
Leonie Hill,Little India,4
Admiralty,Dhoby Ghaut,12
Bukit Batok Central,Senja,27
Yuhua East,Mount Pleasant,4
Toh Tuck,Holland Road,15
Boulevard,Sembawang Central,200
Northland,Fajar,11
Upper Thomson,Geylang East,76
Woodlands West,Holland Drive,6
Pang Sua,Dhoby Ghaut,3
Mei Chin,Pearl's Hill,19
Kranji,Yio Chu Kang North,2
Everton Park,Choa Chu Kang Central,9
Sembawang Springs,Jelebu,4
Kent Ridge,Yio Chu Kang West,1
Pearl's Hill,Orange Grove,5
Jurong West Central,Gali Batu,28
Changi Airport,Serangoon Garden,89
Waterway East,Jurong Gateway,18
Leedon Park,Lorong Ah Soo,8
North Coast,Bukit Batok South,52
Kovan,Bayfront Subzone,20
Waterway East,Straits View,4
Pearl's Hill,Simei,49
Sembawang North,Braddell,9
Bangkit,Farrer Park,35
Pasir Ris West,Senoko South,19
Fernvale,Sennett,6
Kebun Bahru,Nee Soon,10
Senoko West,Tanglin Halt,5
Chatsworth,Everton Park,10
Tampines North,Robertson Quay,2
Moulmein,Toh Guan,16
Defu Industrial Park,Pearl's Hill,6
Tanglin,Pasir Panjang 1,7
Aljunied,Depot Road,6
Paya Lebar East,Woodlands West,2
Joo Koon,Yishun West,25
Chong Boon,Turf Club,12
Boon Teck,Everton Park,6
Kallang Bahru,Phillip,27
Lim Chu Kang,Serangoon Garden,6
Pasir Ris Central,Seletar Hills,21
One North,Central Subzone,12
Woodgrove,Pasir Ris West,22
Kaki Bukit,Lower Seletar,26
Yio Chu Kang,Senoko South,16
Bukit Batok South,Tiong Bahru Station,17
Mandai East,Lavender,9
Rivervale,Reservoir View,9
Tengeh,Yio Chu Kang East,3
Clementi Woods,Bayshore,6
Upper Thomson,Bangkit,32
Mackenzie,Anchorvale,6
Clementi North,Tampines North,6
Sembawang Hills,Marina Centre,4
Kian Teck,Raffles Place,12
Kampong Java,Mount Emily,10
Everton Park,Farrer Court,2
Yio Chu Kang,Woodlands West,9
Kallang Way,Chinatown,17
Bishan East,City Terminals,16
Telok Blangah Drive,Kim Keat,2
Cheng San,Chong Boon,30
Clementi West,Matilda,10
Marymount,Maxwell,1
Keat Hong,Pasir Ris Drive,7
Nassim,Anchorvale,28
Tuas View Extension,Kallang Way,9
Clementi West,Ulu Pandan,19
Bukit Ho Swee,Matilda,12
Pei Chun,Katong,8
Tiong Bahru,Bayfront Subzone,11
Coronation Road,Hougang West,10
Tuas Bay,Sentosa,3
Pasir Ris Drive,Townsville,9
Pasir Ris Central,Boat Quay,10
Hong Kah North,Ridout,7
Tanjong Rhu,Holland Road,19
Alexandra North,Bras Basah,3
Peng Siang,Hong Kah,56
Hong Kah North,Chong Boon,6
Kaki Bukit,Institution Hill,9
Bayfront Subzone,Woodlands Regional Centre,27
Tanjong Pagar,Sembawang North,2
Phillip,Northland,7
Geylang Bahru,Nee Soon,6
Pearl's Hill,Mandai East,14
Dhoby Ghaut,Kampong Ubi,24
Marina Centre,Bras Basah,24
Ulu Pandan,Coronation Road,34
Tampines West,Anak Bukit,33
Little India,Bukit Batok West,12
Rivervale,Ulu Pandan,2
Jurong West Central,Mackenzie,28
Frankel,Defu Industrial Park,11
Tuas North,City Hall,9
Yishun South,Punggol Town Centre,13
Jurong Gateway,Waterway East,7
Woodlands Regional Centre,Waterway East,12
Toh Guan,Clarke Quay,11
Upper Paya Lebar,Changi Airport,41
Yew Tee,Bukit Batok West,34
Gul Circle,Teban Gardens,15
Jurong Gateway,Marina South,7
Lorong 8 Toa Payoh,Kian Teck,1
Tanjong Pagar,Tyersall,6
Shipyard,Penjuru Crescent,3
City Hall,Sembawang North,14
Bencoolen,Nee Soon,12
Orange Grove,Kaki Bukit,6
Mackenzie,Chong Boon,19
Marina Centre,Punggol Town Centre,15
Kim Keat,Lorong Chuan,7
Yuhua East,Yishun South,15
China Square,Woodlands South,6
Pearl's Hill,North Coast,37
Anchorvale,Pasir Panjang 1,9
Singapore General Hospital,Tanglin Halt,17
Yio Chu Kang,Tanjong Pagar,7
Waterway East,Yio Chu Kang North,2
Rochor Canal,Braddell,6
Tanglin Halt,Guilin,8
Farrer Park,Kampong Tiong Bahru,7
Gali Batu,Mandai East,6
Bras Basah,Choa Chu Kang Central,15
Boulevard,Western Water Catchment,24
Turf Club,Keat Hong,4
Queensway,Western Water Catchment,3
Boat Quay,Bukit Merah,8
International Business Park,Matilda,10
Yio Chu Kang West,Waterway East,16
Clarke Quay,Macpherson,7
Khatib,Loyang East,1
Hougang West,International Business Park,3
Sembawang Central,Monk's Hill,1
Jurong West Central,One Tree Hill,7
Samulun,Choa Chu Kang Central,2
Raffles Place,Taman Jurong,30
Loyang West,Sungei Road,1
Marina South,Straits View,23
Hong Kah,City Terminals,19
Monk's Hill,Tampines East,8
Seletar,Bangkit,6
Shangri-La,Coronation Road,9
Pasir Ris West,Tanjong Pagar,9
Mandai West,Yio Chu Kang West,1
Serangoon Garden,Turf Club,10
Kampong Java,West Coast,5
Guilin,Goodwood Park,5
Mandai East,Lorong Ah Soo,7
Marymount,Crawford,22
Kampong Bugis,Everton Park,7
Pasir Panjang 1,Bukit Batok East,4
Senoko North,Commonwealth,1
Bukit Ho Swee,Ulu Pandan,6
Farrer Park,Robertson Quay,9
Robertson Quay,Farrer Park,12
Penjuru Crescent,Woodlands South,9
Clementi Woods,East Coast,3
Fort Canning,Mandai East,8
Seletar,Geylang East,12
Leedon Park,Lavender,7
Bishan East,Siglap,9
Pasir Panjang 1,Brickworks,2
Sunset Way,Dairy Farm,4
Pasir Panjang 1,Kampong Ubi,3
Woodlands South,Xilin,14
Pasir Ris West,Woodlands West,7
Potong Pasir,International Business Park,6
Sembawang East,Toh Tuck,2
Yunnan,Mountbatten,9
Tyersall,Senoko North,4
Hong Kah North,Changi West,2
Gali Batu,Simei,10
Sembawang Hills,Maritime Square,8
Swiss Club,Pasir Panjang 1,6
Mandai East,One Tree Hill,1
Matilda,Jurong Port,2
Mandai East,Mackenzie,6
Fajar,Phillip,2
Kampong Ubi,Lorong Halus North,3
Hillcrest,Sembawang North,1
Boon Lay Place,Joo Seng,11
Kent Ridge,Marine Parade,2
Dover,Moulmein,12
Port,Turf Club,3
Clementi West,Reservoir View,1
Paya Lebar East,Senoko South,7
Mountbatten,Sennett,4
Yunnan,Central Subzone,4
Dhoby Ghaut,Sembawang Springs,5
Kebun Bahru,Bras Basah,16
Tanjong Rhu,Sembawang East,4
Bukit Ho Swee,Reservoir View,3
Bukit Batok West,Boon Keng,3
Mount Emily,Mount Pleasant,1
Sembawang Springs,Pasir Ris Drive,12
Sennett,Bukit Batok South,5
Dover,Woodlands South,2
Somerset,Pasir Panjang 2,1
Bukit Batok Central,Pang Sua,7
Woodlands South,Lakeside,6
Tukang,Clementi North,3
Mackenzie,Changi West,4
Saujana,Joo Seng,7
Bayfront Subzone,Sembawang Hills,3
Coronation Road,Kembangan,9
Compassvale,Newton Circus,3
Hillview,Jurong Port,3
Jurong River,Pasir Ris Park,3
Sengkang Town Centre,Tengeh,6
Mackenzie,Ridout,6
One Tree Hill,Defu Industrial Park,2
Ghim Moh,Boon Keng,4
Marina Centre,Nee Soon,8
Shipyard,Guilin,3
West Coast,Kangkar,2
Airport Road,Waterway East,4
Central Water Catchment,Marina East,3
Bencoolen,Boon Keng,12
Loyang West,Boon Lay Place,2
Liu Fang,Pasir Ris West,3
Chin Bee,Sembawang Central,3
Punggol Town Centre,East Coast,2
Peng Siang,Bukit Merah,7
Tuas View Extension,Tengah,2
Ridout,Pasir Ris Drive,8
Lavender,Joo Koon,13
Bedok Reservoir,Peng Siang,3
Cheng San,Changi West,5
Balestier,Straits View,3
Loyang East,One North,3
Oxley,Sentosa,5
Hong Kah,Siglap,7
Tiong Bahru,Mandai West,1
Xilin,Clarke Quay,8
Senoko South,Flora Drive,2
Kebun Bahru,Boon Keng,2
Gali Batu,Orange Grove,11
Bukit Batok West,Punggol Town Centre,3
Mandai West,Marine Parade,1
Bukit Batok West,Nee Soon,2
Ulu Pandan,Reservoir View,6
Tuas Bay,Waterway East,1
Dhoby Ghaut,Bukit Batok East,2
Coronation Road,Xilin,1
Bencoolen,Bras Basah,2
Tengeh,Boon Teck,2
Joo Koon,Turf Club,3
Tuas Promenade,Seletar,1
The Wharves,Lorong Ah Soo,1
Clementi North,Pasir Ris West,5
Samulun,Choa Chu Kang North,2
Senoko North,Tyersall,5
The Wharves,Mackenzie,2
Gul Basin,Geylang Bahru,1
Matilda,Tanglin Halt,5
Tengeh,Bencoolen,2
Pulau Punggol Timor,Katong,2
Sembawang Straits,Clementi Woods,1
Safti,Kovan,1
Bras Basah,Farrer Court,5
Bangkit,Newton Circus,1
Frankel,Sennett,2
Nature Reserve,Punggol Town Centre,1
Fernvale,Pang Sua,4
Marina East (MP),Lower Seletar,2
Flora Drive,Clementi North,3
Loyang East,The Wharves,2
Sengkang Town Centre,Sunset Way,3
Yio Chu Kang North,Mandai West,1
Leedon Park,One Tree Hill,1
Ghim Moh,Nee Soon,2
Cecil,Paterson,2
Mount Emily,Yishun South,1
Upper Paya Lebar,Mackenzie,1
Pasir Ris Drive,Leedon Park,3
Serangoon North Ind Estate,Tuas View,1
Boon Keng,Kent Ridge,3
Clementi West,Senoko West,2
Pasir Ris Wafer Fab Park,Tiong Bahru,3
Pasir Panjang 2,Somerset,5
Upper Paya Lebar,Gali Batu,1
Sengkang Town Centre,Tuas Bay,2
Alexandra North,Boon Keng,1
Marina East,Mount Pleasant,1
Tyersall,Toh Tuck,4
Straits View,Margaret Drive,1
Northshore,Changi Point,2
Sembawang Hills,Alexandra North,1
Senoko South,North-Eastern Islands,1
Monk's Hill,Flora Drive,1
Bukit Merah,Cecil,2
Leonie Hill,Tengeh,1
Jurong Port,International Business Park,1
Loyang East,National University of S'pore,2
Coronation Road,Lakeside,1
Serangoon North,Sennett,1
Pasir Ris Wafer Fab Park,West Coast,1
Toh Tuck,Sembawang East,1
Dhoby Ghaut,Brickworks,1
National University of S'pore,Loyang East,1
Cairnhill,International Business Park,1
Institution Hill,Boon Lay Place,3
Oxley,Waterway East,1
Tuas North,Depot Road,3
Queensway,Sembawang Central,3
Teck Whye,Cecil,1
Telok Blangah Way,Straits View,1
Yio Chu Kang West,Marina South,1
Straits View,Kampong Bugis,1
Senja,Lorong Halus North,1
Lakeside,Potong Pasir,1
Malcolm,Oxley,1
Penjuru Crescent,Moulmein,1
Trafalgar,Monk's Hill,2
Kovan,Mandai West,1
Kampong Tiong Bahru,Northshore,1
Monk's Hill,North-Eastern Islands,1
Pandan,Seletar,1
Samulun,Kebun Bahru,1
Trafalgar,Queensway,1
Pearl's Hill,Woodlands East,90
Rivervale,Yishun West,74
Yishun East,Boulevard,120
Changi Airport,Hong Kah,73
Shangri-La,Changi Airport,33
Ridout,Redhill,55
Marine Parade,Somerset,66
Hillcrest,National University of S'pore,16
Chinatown,Pasir Ris Central,25
Singapore General Hospital,Kaki Bukit,44
Bedok North,Everton Park,37
Simei,Northshore,7
Clementi West,Turf Club,2
Alexandra North,Cairnhill,2
Choa Chu Kang Central,Fajar,51
Cairnhill,Kaki Bukit,29
Balestier,Shangri-La,50
Potong Pasir,Lavender,63
Punggol Field,Dhoby Ghaut,51
Trafalgar,Yio Chu Kang West,49
Clementi North,Alexandra Hill,67
Khatib,Aljunied,52
Hillview,Fort Canning,25
Sunset Way,Clementi North,54
Pei Chun,Balestier,75
Choa Chu Kang North,Tanglin Halt,33
Braddell,Jurong West Central,18
Shipyard,Boon Lay Place,16
Tai Seng,Pulau Punggol Timor,18
Leonie Hill,Moulmein,10
Bukit Ho Swee,Yishun West,27
Woodlands East,Kranji,72
Bendemeer,Tampines West,113
Tyersall,Jurong Gateway,25
Jurong Gateway,Somerset,53
Somerset,Simei,86
Yio Chu Kang West,Somerset,51
Somerset,North Coast,72
Trafalgar,Marine Parade,37
Anak Bukit,Balestier,74
Kallang Way,Toa Payoh West,5
Taman Jurong,Yunnan,148
Sembawang Central,Little India,14
Hillcrest,One North,21
Yuhua West,Toa Payoh Central,32
Bishan East,Yishun South,51
Telok Blangah Way,Bukit Ho Swee,14
Jelebu,Hong Kah,51
Chong Boon,Farrer Park,51
Hougang West,Lorong Ah Soo,334
Kampong Tiong Bahru,Yunnan,5
Tuas Promenade,Benoi Sector,41
Pandan,Mandai East,2
Anchorvale,Tampines North,28
Gali Batu,Woodlands East,38
Marina Centre,Cairnhill,23
Woodlands East,Kampong Java,73
Woodgrove,Serangoon Garden,17
Peng Siang,Choa Chu Kang North,87
Pulau Punggol Timor,Balestier,14
City Terminals,Bayfront Subzone,21
Hougang East,Chong Boon,23
Midview,Clarke Quay,9
Kampong Tiong Bahru,Kampong Ubi,9
Maritime Square,Clarke Quay,56
Townsville,Tagore,22
Braddell,Townsville,39
Serangoon Garden,Farrer Park,107
Yuhua East,Tanjong Rhu,18
Boulevard,Joo Koon,7
Hougang Central,Swiss Club,7
Teban Gardens,Bayfront Subzone,5
Anak Bukit,Central Water Catchment,30
Woodgrove,Upper Paya Lebar,10
Bugis,National University of S'pore,27
Institution Hill,Bedok North,9
Khatib,Raffles Place,37
Pioneer Sector,Jurong West Central,108
Bugis,One North,20
Peng Siang,Chatsworth,4
Woodleigh,East Coast,2
City Hall,Institution Hill,24
Boat Quay,Choa Chu Kang North,10
Jurong West Central,Bedok South,47
Everton Park,Bugis,13
Hougang West,Lavender,74
Loyang West,Bedok North,66
Benoi Sector,Western Water Catchment,20
Serangoon Garden,Newton Circus,21
Kallang Way,Bidadari,4
Woodgrove,Alexandra Hill,26
Mandai West,Woodlands South,20
Nature Reserve,Ulu Pandan,16
Balestier,Bukit Ho Swee,51
Clementi Central,Senja,18
Fort Canning,Pei Chun,7
Telok Blangah Drive,Pearl's Hill,47
Yishun East,Woodgrove,53
Farrer Court,Telok Blangah Drive,10
Nassim,Katong,30
Tampines East,Tiong Bahru,26
Potong Pasir,Kaki Bukit,36
Pulau Punggol Timor,Yishun Central,4
Boat Quay,Kampong Java,8
Tai Seng,Toa Payoh Central,66
Anchorvale,Pasir Panjang 2,4
Kallang Way,Yio Chu Kang,13
Matilda,Fort Canning,20
Punggol Town Centre,Compassvale,21
Bukit Batok South,Gul Circle,18
Yishun South,Reservoir View,9
Kent Ridge,Dover,12
Trafalgar,Little India,29
Newton Circus,Kovan,5
Lorong Ah Soo,Bukit Merah,7
Pandan,Benoi Sector,8
Mount Pleasant,Goodwood Park,16
National University of S'pore,Aljunied,42
Yishun South,Matilda,32
Balestier,Clementi West,11
Taman Jurong,Swiss Club,22
North Coast,Holland Drive,19
Chatsworth,Kembangan,12
Pasir Ris Park,Kallang Bahru,14
Serangoon Central,Teban Gardens,13
Port,Farrer Park,25
Kim Keat,Lavender,23
Tanglin Halt,Yuhua West,15
Woodlands East,Chatsworth,22
Kallang Bahru,Serangoon Central,66
Hong Kah,Telok Blangah Way,6
Tampines East,Plab,17
Joo Seng,Sembawang North,8
Changi Point,Khatib,7
North Coast,Tyersall,23
